,Bus Stop,Trip ID,Scooter ID,EndLat,EndLong,End To Bus,StartLat,StartLong,Start to Bus
4772,487,GOT49,Powered1576,36.15824716666667,-86.78404533333334,154.07089006822497,,,
4773,4249,GOT31,Powered658,36.149908,-86.8009,189.15300532692333,,,
4774,4249,GOT32,Powered658,,,,36.150006,-86.80101,237.23406008567176
4775,4596,GOT36,Powered378,,,,36.157405,-86.785163,182.65430974991597
4776,4596,GOT53,Powered378,36.1577395,-86.78451716666666,44.21426585596107,,,
4777,114,GOT12,Powered695,36.151699666666666,-86.79889866666667,236.0289906529455,,,
4778,4188,GOT41,Powered426,36.161883,-86.774301,161.30498700742004,,,
4779,487,GOT104,Powered2358,36.158394,-86.782817,214.6192534290104,,,
4780,4596,GOT76,Powered419,36.15790819,-86.78422209,150.236639274477,,,
4781,4249,GOT69,Powered464,36.149675,-86.80053416666667,68.0112059119437,,,
4782,4188,GOT76,Powered2149,36.162092833333325,-86.77448516666665,237.79968639277254,,,
4783,4592,GOT7,Powered600,,,,36.138153,-86.800276,226.7981409368548
4785,4592,GOT11,Powered600,,,,36.138153,-86.800276,226.7981409368548
4787,4596,GOT84,Powered1882,36.157511,-86.784744,70.55637428208604,,,
4788,4596,GOT90,Powered1882,36.157511,-86.784744,70.55637428208604,,,
4789,487,GOT37,Powered1882,36.158573166666656,-86.7829505,190.66452912512776,,,
4790,4596,GOT95,Powered513,36.157892,-86.78422,147.71931503726293,,,
4791,4596,GOT99,Powered513,,,,36.1579,-86.784178,159.9500208109746
4792,4596,GOT96,Powered513,36.157892,-86.78422,147.71931503726293,,,
4793,4596,GOT142,Powered757,,,,36.1578669,-86.78413755,165.4283076924867
4794,4596,GOT151,Powered757,,,,36.1578669,-86.78413755,165.4283076924867
4795,487,GOT61,Powered1882,,,,36.158298,-86.783905,109.30927640627824
4796,4592,GOT173,Powered1565,36.13840039,-86.80117943,195.42402710349944,,,
4798,487,GOT4,Powered660,,,,36.157987,-86.78377,153.62661865678012
4799,487,GOT4,Powered1869,,,,36.158087,-86.783591,102.83533816845551
4801,487,GOT3,Powered1869,,,,36.158087,-86.783591,102.83533816845551
4803,4592,GOT13,Powered1864,36.138053,-86.800628,237.39936398166876,,,
4805,4592,GOT16,Powered1864,36.138053,-86.800628,237.39936398166876,,,
4807,487,GOT36,Powered349,36.15815233333333,-86.78336016666667,95.01654347876308,,,
4808,487,GOT39,Powered349,36.15815233333333,-86.78336016666667,95.01654347876308,,,
4809,4596,GOT4,Powered1683,36.1578575,-86.78424633333333,134.88283202264032,,,
4810,487,GOT5,Powered523,36.158249,-86.783099,138.00260163281132,,,
4811,487,GOT52,Powered1895,36.1580995,-86.78361666666666,99.66263122012425,,,
4812,4596,GOT53,Powered1565,36.157482,-86.785123,157.7891014958177,,,
4813,4616,GOT3,Powered2480,36.16907893,-86.7867145,196.93154240976872,,,
4814,4616,GOT21,Powered1895,36.168983,-86.786609,166.070095742014,,,
4815,120,GOT33,Powered1864,,,,36.137961,-86.800875,167.63227381973832
4816,487,GOT20,Powered523,,,,36.158069,-86.78371,119.00445707188828
4817,4422,GOT57,Powered730,36.166335,-86.780776,147.7559526428937,,,
4819,4422,GOT56,Powered730,36.166335,-86.780776,147.7559526428937,,,
4821,4422,GOT60,Powered730,36.166335,-86.780776,147.7559526428937,,,
4823,4422,GOT53,Powered730,36.166335,-86.780776,147.7559526428937,,,
4825,4188,GOT79,Powered446,,,,36.162211,-86.774177,192.62957016772899
4826,4249,GOT25,Powered2340,36.148925666666656,-86.80090283333334,234.25984706060095,,,
4827,4596,GOT1,Powered1683,,,,36.157905,-86.78385,249.7480354553055
4829,125,JMP87,Powered20051a59-06bd-5ce1-bf49-0d2d8efa9765,36.144314,-86.79973,36.76715403310502,,,
4830,125,JMP88,Poweredcf341a3d-4d86-52c7-9b90-1824ac1d2109,36.144688,-86.79968,155.74121404543706,,,
4831,125,JMP148,Powered1591d6d2-1d2d-586c-b5c3-dff3017077bd,36.144863,-86.79982,211.63686503650456,,,
4832,120,JMP144,Poweredff356f94-2252-5432-b484-ad9679bf4b8d,36.137703,-86.800644,244.4201665899711,,,
4833,120,JMP176,Powered7038f9f7-7285-5a3d-8635-df97d6c53c73,,,,36.13771,-86.80081,248.05478644839846
4834,125,JMP98,Poweredf7d2cbfb-5975-5a20-9c16-c5497c0eb198,36.144096,-86.799934,73.0952216204121,,,
4835,120,JMP168,Powered7038f9f7-7285-5a3d-8635-df97d6c53c73,36.13776,-86.800835,232.17779998672316,,,
4836,4592,JMP113,Powered8f0a3131-a2be-5173-b27d-4ca0a83b141e,36.13842,-86.8008,114.49508328221671,,,
4838,4592,JMP140,Powered1591d6d2-1d2d-586c-b5c3-dff3017077bd,,,,36.138737,-86.79987,225.3897801356572
4839,4188,JMP239,Powered56318a8e-4ba3-51cd-b53b-895220507b46,36.162094,-86.77437,208.15858470438818,,,
4840,4188,JMP271,Powered56318a8e-4ba3-51cd-b53b-895220507b46,,,,36.16142,-86.77397,152.61722120225724
4841,114,JMP6,Powered1a70c433-f3a4-588c-8c33-6cd8e734cfe6,,,,36.15133,-86.799,98.43991533070158
4842,4592,JMP134,Poweredeb4e8476-309f-5ac2-9d58-b3498568bd30,,,,36.13867,-86.79985,231.26084180793967
4845,125,JMP28,Powered22c2886e-3786-5858-a15a-4c6921fd16c5,,,,36.144382,-86.8002,109.53315460599008
4846,125,JMP18,Poweredade44e91-9ddb-5e3c-94d3-48682f0a96b2,,,,36.144676,-86.79979,144.22090247540402
4847,487,JMP20,Powered00da85a4-7572-5cb0-8f76-38ac43c9bce7,,,,36.15816,-86.783905,130.3541014413935
4848,487,JMP22,Powered5265386e-f0ef-54d3-8fa6-cc49fc75340a,,,,36.158035,-86.78363,123.51998717698196
4849,114,JMP29,Powered479e7de5-e8ed-50be-be23-5a6d97b21460,36.151207,-86.79942,129.18495921818396,,,
4850,120,JMP55,Powered5e931f28-28f3-5404-9395-52e810193e72,36.137806,-86.80087,219.27658548763816,,,
4851,4596,JMP9,Poweredca84a2ec-4897-5562-a223-299439fc1aaa,36.157597,-86.78425,123.8787879407697,,,
4852,125,JMP94,Poweredab3dea08-7b88-5cb6-bc17-bdb1b0aa4a96,36.14371,-86.79988,209.83713211251234,,,
4853,487,JMP11,Poweredfee72da6-2c86-5840-8115-3c08f758288f,36.15823,-86.78398,137.8276819373295,,,
4854,125,JMP42,Powered97dc7762-4b06-57d1-999d-90ffdb42ae8c,,,,36.14426,-86.79988,12.665803676348657
4855,4188,JMP24,Powered0e871aa8-de0a-5b5b-9909-333de5502aa0,36.16227,-86.773964,180.5630489508891,,,
4856,4188,JMP153,Powereda12d9ad0-1b39-502b-b377-57f5b56ebc82,36.161957,-86.774376,189.30004926201576,,,
4857,114,JMP96,Poweredf42e6013-22b3-53c1-a50c-e0949fc2bebb,36.150593,-86.7987,195.38802998889483,,,
4858,4188,JMP303,Poweredfc916d9d-caaf-5479-9981-e20dcb62b36c,36.16243,-86.7741,249.62513209815,,,
4859,487,JMP251,Powered1b56f557-adce-5c68-a98b-ab1ef41c7dcc,,,,36.158146,-86.78312,148.6201894047472
4861,4418,JMP62,Powered4ab8e972-1f73-5cc3-a96a-d38ab7afdc80,36.16594,-86.78192,221.08267631433668,,,
4864,4418,JMP38,Powered46474ead-c3e0-56be-a442-e8dc44f00f53,,,,36.166588,-86.78226,108.75864908619613
4867,4418,JMP41,Powered11a92805-33aa-5439-b901-86e8d9b08670,,,,36.16654,-86.78228,113.53046154374945
4873,4188,JMP86,Poweredf0c59838-3392-5ea9-9a8f-d680bc8ac344,36.16116,-86.77371,235.35764558708965,,,
4874,4592,JMP160,Poweredc42a0e8c-e957-5ec4-9b5f-34d299993166,36.138557,-86.80055,58.67374037055415,,,
4876,4596,JMP193,Powered49352a8f-fa12-5ff7-9ea3-dba89ed44a85,36.1577,-86.78424,122.1347093025972,,,
4877,4188,JMP57,Powered9cd14cd0-8e0d-5377-a630-41cf2d02388b,,,,36.162014,-86.774185,146.3625066683522
4878,4596,JMP59,Powered49522da7-9fd3-5f8e-bccc-932926ce46de,36.15815,-86.78428,200.9664632407655,,,
4880,114,JMP50,Poweredd7654daa-a151-55cd-b4e6-0ec388785405,,,,36.151493,-86.79879,171.854715343297
4882,114,JMP56,Poweredade44e91-9ddb-5e3c-94d3-48682f0a96b2,,,,36.151527,-86.79887,175.92296131151278
4883,114,JMP51,Powered14384738-3bdf-5866-b764-547cd96f6a90,,,,36.15151,-86.79881,175.39381692415856
4885,114,JMP44,Powerede6df513c-b1d5-5e99-897c-1a2875248b35,,,,36.15155,-86.79886,184.7974238476893
4886,4592,JMP305,Powereddb9f379d-0149-51d8-9eeb-519baa836c27,,,,36.138935,-86.800674,85.59028481139437
4888,4592,JMP302,Powerede6df513c-b1d5-5e99-897c-1a2875248b35,,,,36.138916,-86.800766,87.12366268847484
4890,4188,JMP16,Powered8edc2f9b-1eeb-524a-a5d8-fe78781065df,,,,36.16205,-86.77425,169.5829818144983
4892,4596,JMP36,Powerede354d390-2979-5797-8a57-29a4c05deda6,36.157516,-86.784645,63.60414957177821,,,
4893,4188,JMP89,Poweredd7654daa-a151-55cd-b4e6-0ec388785405,36.161724,-86.77414,114.84711036433106,,,
4894,114,JMP84,Powered448c3473-dffd-533d-af87-b829d215ddc3,36.150906,-86.79982,242.33363365286297,,,
4895,114,JMP94,Powered448c3473-dffd-533d-af87-b829d215ddc3,,,,36.151535,-86.79888,178.03936777931312
4896,114,JMP93,Poweredd913663d-659b-5afd-9a37-a1b85c6a36b2,,,,36.15158,-86.79885,196.14398652449646
4897,4596,JMP37,Poweredbab8251f-0a3c-54d0-8ead-2a831d35ab67,36.157772,-86.784325,101.53258410870852,,,
4898,4418,JMP48,Poweredc5f4513e-9b84-5eda-ab1c-37398d6dae7c,36.166515,-86.78217,81.81964652967486,,,
4903,4188,JMP293,Powered62ec26a1-b9a2-5f1d-80e5-932d784cceee,36.161804,-86.77411,102.31845728797514,,,
4904,487,JMP7,Powered54d75401-73a4-5ea5-a26b-9d5639b5e32c,36.158226,-86.78412,177.37860241016497,,,
4905,114,JMP8,Poweredc186bf5a-b909-5655-8021-f9b04e61aa5d,,,,36.151665,-86.79879,230.87365711157727
4906,125,JMP34,Powered582f6e4f-8193-504c-b8ba-d7223efee31d,36.144566,-86.79969,113.1660060888244,,,
4907,4596,JMP75,Powered46474ead-c3e0-56be-a442-e8dc44f00f53,36.15818,-86.784164,230.00842554667418,,,
4909,125,JMP31,Powered9a97f942-28f3-57ff-9229-f337ad0db9c9,36.143826,-86.79999,172.3637408642956,,,
4910,4616,JMP293,Powered5fad3e3c-eb02-5da6-9124-d8df45bac5c1,36.16886,-86.78748,248.5507797991909,,,
4911,125,JMP48,Poweredcf341a3d-4d86-52c7-9b90-1824ac1d2109,36.144203,-86.79988,30.963651957299987,,,
4912,4188,JMP116,Poweredf30d7075-8e25-5244-9718-eddff53900e0,36.162052,-86.774376,202.33935684369075,,,
4913,4429,JMP188,Powered7bd7ae8a-7969-574e-bd6c-985be0ea8336,36.16565,-86.78166,230.18086301245833,,,
4914,120,JMP257,Powered86dae5f2-dc59-509d-9f0f-d28bb7b4518c,,,,36.137756,-86.800735,227.43266060442105
4915,4422,JMP23,Poweredad97d42f-386b-521e-83cf-25ed7908319d,,,,36.167164,-86.78112,244.42408293445138
4918,4422,JMP678,Powered1895430b-8868-52ae-8601-c8836159ea64,36.166656,-86.7807,167.0379695166514,,,
4921,4425,JMP10,Poweredad97d42f-386b-521e-83cf-25ed7908319d,36.16719,-86.781364,155.13596144064823,,,
4923,4188,JMP142,Powered1996e6c5-b97c-5790-a874-9a59905c4c5e,36.161255,-86.77357,208.0756451711005,,,
4924,4188,JMP141,Powered49727f71-b388-5adb-aa94-3ea53cf29762,36.16174,-86.77344,97.98104073610513,,,
4925,4188,JMP307,Powered1996e6c5-b97c-5790-a874-9a59905c4c5e,36.162075,-86.77439,209.87840775353402,,,
4926,4249,JMP73,Poweredff8a28ab-0ffb-59ce-9b1e-2d1299a25634,,,,36.149364,-86.80082,98.77203636776152
4927,4188,JMP206,Powered83d6d574-19f9-5aa9-9d98-83d3e99ccb35,,,,36.162003,-86.77425,161.10884176870152
4928,487,JMP109,Poweredde4e56f4-1460-5453-ae28-7a7cd6d49215,36.158154,-86.78359,78.60640189508912,,,
4929,125,JMP100,Powered2e022e3b-44b5-55eb-aa56-e7bf3cb1bdf1,36.144188,-86.799576,87.81862887542626,,,
4930,4188,JMP64,Powered1b67cfd2-a843-5738-97ef-3449b940609f,36.162384,-86.773994,222.8584642130611,,,
4931,4249,JMP32,Poweredc42a0e8c-e957-5ec4-9b5f-34d299993166,36.149014,-86.80023,193.80944512302386,,,
4932,125,JMP29,Powered4089bbf5-5f4a-5eb2-acd2-060ba094c202,36.144447,-86.7996,94.53590554919215,,,
4933,4188,JMP80,Powereded3ee818-90cd-57d5-a69c-da745c60ea42,36.16211,-86.77446,234.11544539838687,,,
4934,120,JMP81,Powered662fd89d-cfbc-5ccd-854d-14e46de48609,,,,36.137707,-86.80065,243.01349873061352
4935,4188,JMP83,Powereded3ee818-90cd-57d5-a69c-da745c60ea42,,,,36.162086,-86.77439,211.80952023534869
4936,120,JMP76,Powered662fd89d-cfbc-5ccd-854d-14e46de48609,,,,36.13795,-86.80056,155.20510284102832
4937,4596,JMP49,Powered11c2130d-205a-533f-9bca-769e026ad67f,36.157806,-86.78425,126.44014677059516,,,
4938,4596,JMP48,Powered4344b4e4-4979-5fc1-8c2e-a0203ffc0dd3,36.157665,-86.78474,26.953265469698994,,,
4939,120,JMP68,Powered662fd89d-cfbc-5ccd-854d-14e46de48609,,,,36.13802,-86.80097,164.5082500867871
4941,4249,JMP873,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.149616,-86.80045,51.1359262008749,,,
4942,114,JMP457,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.15172,-86.79924,249.19628621058516,,,
4943,4418,JMP370,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.16607,-86.78203,177.9886948113418,,,
4946,487,JMP391,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.158195,-86.78403,156.32735506932335
4947,487,JMP420,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.15815,-86.78398,150.83992529587033,,,
4948,4188,JMP453,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.162167,-86.77426,197.8620040891245,,,
4949,4431,JMP434,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.167,-86.782616,236.30442107023217,,,
4950,487,JMP400,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.15808,-86.78368,111.88768406411089,,,
4951,4188,JMP392,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.162086,-86.77419,162.89683972756316
4952,4429,JMP371,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.16579,-86.781815,171.82559972092253,,,
4953,4616,JMP553,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.168423,-86.78631,132.67119189322509,,,
4954,4249,JMP560,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.149754,-86.8001,157.88896086144865
4955,125,JMP650,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.144955,-86.79969,249.51072989240174,,,
4956,4616,JMP555,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.168777,-86.786514,108.51952766738435,,,
4957,4592,JMP617,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.139034,-86.80045,132.39139543871113,,,
4959,125,JMP600,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.144257,-86.799484,108.10012875422575,,,
4960,4616,JMP552,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.16842,-86.78627,144.21562157519082,,,
4961,4188,JMP443,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.16151,-86.774216,171.15231123351992
4962,4596,JMP183,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.158062,-86.78398,240.7479980452678,,,
4964,4596,JMP152,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.157757,-86.78434,95.77095802244233
4965,4188,JMP79,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.161747,-86.773796,22.649207614722943,,,
4966,125,JMP75,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.144566,-86.799965,108.52634332037128,,,
4967,487,JMP130,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.157955,-86.783844,174.23470532378724,,,
4968,487,JMP131,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.158173,-86.78329,102.8513074187874,,,
4969,487,JMP31,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.158012,-86.78375,142.84794607183207
4970,125,JMP189,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.14434,-86.799644,63.82623413583254,,,
4971,4592,JMP247,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.13844,-86.800575,97.56508634433376,,,
4973,487,JMP176,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.15843,-86.782936,180.8023815379413
4974,4592,JMP263,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.13847,-86.80071,88.07543992391169
4976,4592,JMP266,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.138874,-86.800186,145.886722362817,,,
4978,4592,JMP62,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.139366,-86.80068,242.539171053131
4979,114,JMP313,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.150913,-86.79898,55.388786141063775,,,
4980,4188,JMP290,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.162395,-86.77399,226.33540083549897
4981,4249,JMP103,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.14983,-86.79999,200.54464730180462,,,
4982,4596,JMP57,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.157524,-86.78402,196.53840664661723
4983,4418,JMP155,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.16598,-86.7822,225.09507063395185
4986,4429,JMP108,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.165802,-86.78162,181.40334242430822,,,
4987,125,JMP296,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.14437,-86.79994,41.31398959254557
4988,125,JMP297,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.144375,-86.80004,65.40511687275941
4989,4429,JMP335,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,36.165684,-86.78195,211.63626548459428,,,
4990,4418,JMP356,Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2,,,,36.165867,-86.78182,248.60647414541495
4992,120,JMP182,Poweredcc2901ac-99d2-5738-b185-120bd22bc743,,,,36.13798,-86.80072,146.05615730216402
4993,114,JMP185,Powered0856d6d4-94ef-564c-8a0a-c02c2281de99,,,,36.151535,-86.79896,174.04773017649362
4994,4596,JMP101,Powered10dd1151-46dc-5078-832d-09589dc6d32e,,,,36.157436,-86.78531,214.53473325475338
4995,487,JMP217,Poweredc5f4513e-9b84-5eda-ab1c-37398d6dae7c,36.158493,-86.78333,78.31650562356566,,,
4996,4592,JMP105,Poweredcc2901ac-99d2-5738-b185-120bd22bc743,36.13814,-86.80054,207.44200306224695,,,
4998,114,JMP312,Powered9cd14cd0-8e0d-5377-a630-41cf2d02388b,,,,36.15061,-86.79866,196.12516949694017
4999,4596,JMP308,Poweredf9ca60ff-2276-5b99-bade-bab134944d93,,,,36.158043,-86.784065,216.30372049715862
5001,125,JMP295,Poweredbc94a5c0-2abc-5d5a-848b-2a6d7ff56710,,,,36.14439,-86.79991,42.689686288052634
5002,4418,JMP296,Powered61873315-3b72-5000-a836-e0aaf0fae398,36.166695,-86.78244,169.77284920907488,,,
5005,125,JMP34,Powered6cb1282f-2c28-59b1-a256-c1451a18c112,,,,36.14439,-86.79995,48.847338547614406
5006,487,JMP78,Powered448c3473-dffd-533d-af87-b829d215ddc3,,,,36.15899,-86.783554,227.91806790181724
5007,120,JMP63,Powered0a80f289-6ad7-5354-ab58-0bf7bdaf8a1a,36.137707,-86.80071,244.25614223436312,,,
5008,120,JMP62,Powerede90c6861-15dd-5072-bd69-60aad4262311,36.137794,-86.800835,220.24909689671208,,,
5009,4429,JMP92,Powered4d7d8e28-fd03-59a7-9d30-494f70b56422,36.165623,-86.7818,232.97694985398593,,,
5010,4592,JMP83,Poweredb16977d6-ec70-5d40-9b7b-1739bfcde6d3,,,,36.13904,-86.800674,123.67272110541079
5012,487,JMP90,Powered5f76db48-1161-5629-ab03-bc03b1a1b7c8,36.157944,-86.78308,206.09418018542843,,,
5013,487,JMP3,Poweredad51f4de-b237-5d38-a32f-5fa9bbe864a8,,,,36.158005,-86.78374,143.95690665185202
5014,125,JMP61,Powered9cd14cd0-8e0d-5377-a630-41cf2d02388b,36.1442,-86.79982,31.848651255487376,,,
5015,125,JMP82,Powerede23fc417-13f4-52c0-9021-27c04f2dc56c,36.144142,-86.799934,57.602834071115964,,,
5016,4249,JMP93,Powered4089bbf5-5f4a-5eb2-acd2-060ba094c202,,,,36.14975,-86.80008,161.72392735511247
5017,4422,JMP120,Powered501f05d4-9297-5ca3-9317-119a1fe20b46,36.166924,-86.781136,157.11422648801826,,,
5020,4592,JMP35,Powered9a1fccb2-b69f-5836-82c2-02ca13fb2a64,36.13858,-86.80069,47.96532355759156,,,
5022,4188,JMP50,Poweredb88a05db-7bb8-5864-b4ca-83db99ac0d71,,,,36.162,-86.774284,169.63772823785663
5023,4188,JMP33,Poweredb88a05db-7bb8-5864-b4ca-83db99ac0d71,36.16224,-86.77434,233.27919390299712,,,
5024,4596,JMP97,Powered8473ecc6-b23a-540c-842f-bce189ea2253,36.157585,-86.785095,135.578400223417,,,
5025,4596,JMP100,Poweredf4bbc20c-6ff9-5d25-832b-d8fd231dc5b7,36.157597,-86.78512,141.54947170514836,,,
5026,4592,JMP90,Powered89959dcb-2c36-57f3-a893-6de0fd4202b4,,,,36.138817,-86.80045,68.16825506618561
5028,4596,JMP175,Poweredf4bbc20c-6ff9-5d25-832b-d8fd231dc5b7,,,,36.15764,-86.78512,138.62193877707406
5030,4592,JMP152,Powered547ecb96-d9e9-5471-be64-a28a0f1509cf,36.139194,-86.80047,185.657240824609,,,
5031,4596,JMP240,Poweredf4bbc20c-6ff9-5d25-832b-d8fd231dc5b7,,,,36.157814,-86.78425,127.4488664512941
5032,4596,JMP208,Poweredf4bbc20c-6ff9-5d25-832b-d8fd231dc5b7,,,,36.157925,-86.784615,86.59439693950648
5034,4596,LIM789602,PoweredMMPY2XUGLYKCV,36.157511,-86.784819,81.49355221937724,,,
5035,487,LIM789626,PoweredMKPBZS2PEITKN,36.158239,-86.784044,154.56242873980952,,,
5036,487,LIM789644,PoweredITR2YOJ3T7SLF,36.1588,-86.783141,198.10638207656297,,,
5037,487,LIM789664,PoweredATP7PTM75MPPD,36.158117,-86.783639,95.15732091270031,,,
5038,4592,LIM789676,PoweredOHMIXQVBILRTG,36.139342,-86.800433,240.71724397178144,,,
5039,4596,LIM789735,PoweredOQYNOUBQPNGUS,,,,36.15761,-86.784841,62.404927263426906
5040,4596,LIM789737,PoweredMMPY2XUGLYKCV,,,,36.157663,-86.784882,67.95184032698721
5041,4596,LIM789756,PoweredBMN4DSQCVSC5J,,,,36.15759,-86.784833,64.18699192130218
5042,114,LIM789780,PoweredH5HCTZB5WVABT,,,,36.151382,-86.799163,124.49106303870558
5043,4596,LIM789795,PoweredBMN4DSQCVSC5J,36.157672,-86.784601,16.954974367797433,,,
5044,114,LIM789857,Powered3PEHX6PRBK7LX,,,,36.151303,-86.799029,88.41538578169077
5045,4429,LIM789863,PoweredEDBDXLOZJAP6Z,36.16568,-86.781862,211.46417399465003,,,
5046,487,LIM789909,PoweredMKPBZS2PEITKN,,,,36.158458,-86.78433,234.19601678826407
5047,4188,LIM789920,PoweredDJSFUDXDMQPEI,,,,36.162055,-86.774545,248.2726229929913
5048,487,LIM789971,PoweredM7RMVITRQHJ3Z,36.158061,-86.783523,111.56492510617802,,,
5049,487,LIM790005,PoweredLCGAGM7XUUZCI,36.15827,-86.783057,147.82333830459487,,,
5050,4592,LIM790006,PoweredRASQFMLDNIFCH,36.138488,-86.800577,80.24128897062901,,,
5052,4188,LIM790036,Powered3YI3UZR3YQTLX,,,,36.162097,-86.774169,160.81377536939368
5053,125,LIM790059,PoweredTIEQRV4ZMU5F4,36.144689,-86.800291,197.16057424573447,,,
5054,4422,LIM790068,PoweredEKHR3C2WWD7OF,36.166369,-86.780706,162.69105191785388,,,
5055,125,LIM790081,PoweredTIEQRV4ZMU5F4,,,,36.144606,-86.800123,142.69029968214326
5056,4596,LIM790629,PoweredDZXAFWMNKC6YB,36.158011,-86.784012,222.67356575706214,,,
5058,487,LIM790270,PoweredMZ3NJXWE55W7L,36.158456,-86.782929,184.30402411001,,,
5059,487,LIM790271,Powered3IA7BYM7HIZYZ,36.158504,-86.782919,191.06531732114604,,,
5060,4188,LIM790238,PoweredGT7K2ARSDXOXW,,,,36.162389,-86.774095,235.34679842190621
5061,4188,LIM790242,PoweredNVJSWH6DZNLEY,,,,36.162126,-86.774405,223.05057518910746
5062,4188,LIM790890,Powered55GKN7KMZ35XE,,,,36.161879,-86.774236,142.20582215191496
5063,4188,LIM790359,PoweredQQOLTIYF2NHPZ,36.161677,-86.774075,102.86509698428681,,,
5064,4188,LIM790351,PoweredCC6I5QPKH2UHV,,,,36.162056,-86.774304,184.35024244720555
5065,4418,LIM790413,PoweredJTXV42MMK5N2K,,,,36.165878,-86.7818,245.20866132803195
5067,4188,LIM790439,PoweredCC7Z4AWWQVMMK,36.162185,-86.773983,153.85891717718204,,,
5068,487,LIM790440,Powered3IA7BYM7HIZYZ,,,,36.158406,-86.782957,173.7081060068096
5069,114,LIM790451,PoweredJU2DLUDRPAG4Z,36.151375,-86.798613,166.21844728625342,,,
5070,4418,LIM790517,PoweredEKHR3C2WWD7OF,,,,36.165954,-86.781559,237.49605559245748
5073,4418,LIM790562,PoweredF6GTW5HB2JBV6,36.166607,-86.782335,131.6935871672497,,,
5076,4188,LIM790635,Powered4LCWC4ZTAR7UP,36.162149,-86.774365,217.8936241876477,,,
5077,4429,LIM790696,PoweredF6GTW5HB2JBV6,,,,36.16581,-86.7817,170.7177094282767
5078,4596,LIM790751,PoweredZ654BJZPRPNXC,,,,36.157969,-86.784147,180.92639749091282
5080,4596,LIM790750,PoweredDZXAFWMNKC6YB,,,,36.158058,-86.783973,241.6392496675817
5082,4418,LIM790793,PoweredF6GTW5HB2JBV6,36.166017,-86.781961,193.8170050181628,,,
